14-11-2023 12:49:38-log: Cannot access game frame or container.
14-11-2023 12:49:38-debug: asset-db:require-engine-code (1437ms)
14-11-2023 12:49:39-log: Cocos Creator v3.8.1
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.79MB, end 92.01MB, increase: 72.23MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:94.31MB, end 97.48MB, increase: 3.18MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:92.03MB, end 97.50MB, increase: 5.48MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db-plugin-register: programming start:92.68MB, end 94.26MB, increase: 1.58MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db-plugin-enable: project start:94.47MB, end 97.49MB, increase: 3.01MB
14-11-2023 12:49:39-debug: asset-db:worker-init: initPlugin (186ms)
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db:worker-init start:19.79MB, end 97.56MB, increase: 77.77MB
14-11-2023 12:49:39-debug: Run asset db hook programming:beforePreStart ...
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js" loaded.
14-11-2023 12:59:25-debug: Invalidating 'pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js'
14-11-2023 12:59:25-debug: [[Executor]] Module "pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
14-11-2023 12:59:25-debug: /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js resolved to /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js is not in module cache!
14-11-2023 12:59:25-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 12:59:25-debug: /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js resolved to /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js is not in module cache!
14-11-2023 12:59:25-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 12:59:25-debug: Query asset bundle start0%
14-11-2023 12:59:25-debug: // ---- build task Query asset bundle ----
14-11-2023 12:59:25-debug: Incremental keys: 
14-11-2023 12:59:25-debug: [[Executor]] Module "pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js" loaded.
14-11-2023 12:59:25-debug: [[Executor]] Register DebugViewRuntimeControl
14-11-2023 12:59:25-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
14-11-2023 12:59:25-debug: // ---- build task Query asset bundle ---- (14ms)
14-11-2023 12:59:25-debug: // ---- build task Query asset bundle ----
14-11-2023 12:59:25-debug: [Build Memory track]: Query asset bundle start:283.94MB, end 284.38MB, increase: 449.91KB
14-11-2023 12:59:25-debug: Query asset bundle start5%
14-11-2023 12:59:25-debug: run build task Query asset bundle success in 14 ms √5%
14-11-2023 12:59:25-debug: // ---- build task Query asset bundle ---- (1ms)
14-11-2023 12:59:25-debug: run build task Query asset bundle success in 1 ms √10%
14-11-2023 12:59:25-debug: [Build Memory track]: Query asset bundle start:284.38MB, end 284.40MB, increase: 12.39KB
14-11-2023 12:59:25-debug: Sort some build options to settings.json start10%
14-11-2023 12:59:25-debug: // ---- build task Sort some build options to settings.json ----
14-11-2023 12:59:25-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
14-11-2023 12:59:25-debug: run build task Sort some build options to settings.json success in 1 ms √12%
14-11-2023 12:59:25-debug: [Build Memory track]: Sort some build options to settings.json start:284.40MB, end 284.42MB, increase: 13.50KB
14-11-2023 12:59:25-debug: Fill script data to settings start12%
14-11-2023 12:59:25-debug: // ---- build task Fill script data to settings ----
14-11-2023 12:59:25-debug: // ---- build task Fill script data to settings ---- (1ms)
14-11-2023 12:59:25-debug: [Build Memory track]: Fill script data to settings start:284.43MB, end 284.44MB, increase: 15.04KB
14-11-2023 12:59:25-debug: Sort some build options to settings.json start13%
14-11-2023 12:59:25-debug: run build task Fill script data to settings success in 1 ms √13%
14-11-2023 12:59:25-debug: // ---- build task Sort some build options to settings.json ----
14-11-2023 12:59:25-debug: // ---- build task Sort some build options to settings.json ---- (3ms)
14-11-2023 12:59:25-debug: run build task Sort some build options to settings.json success in 3 ms √15%
14-11-2023 12:59:25-debug: [Build Memory track]: Sort some build options to settings.json start:284.45MB, end 284.56MB, increase: 117.19KB
14-11-2023 16:17:33-debug: refresh db internal success
14-11-2023 16:17:33-debug: refresh db assets success
14-11-2023 16:17:33-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:17:33-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:17:33-debug: asset-db:refresh-all-database (92ms)
14-11-2023 16:17:33-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:17:39-debug: AssetDB.dataManaer is deprecated, Please use AssetDB.dataManager instead.
14-11-2023 16:17:39-debug: programming:execute-script (1ms)
14-11-2023 16:17:43-log: The asset database is locked, asset operations(removeAsset) will delay response, please wait a moment.
14-11-2023 16:17:43-debug: refresh db internal success
14-11-2023 16:17:43-debug: refresh db assets success
14-11-2023 16:17:43-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:17:43-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:17:43-debug: start remove asset /Users/alex/git/cocos/EndlessRunner/assets/scenes/Game.scene...
14-11-2023 16:17:43-debug: asset-db:refresh-all-database (44ms)
14-11-2023 16:17:43-debug: asset-db:worker-effect-data-processing (2ms)
14-11-2023 16:17:43-debug: asset-db-hook-engine-extends-afterRefresh (3ms)
14-11-2023 16:17:43-debug: start refresh asset from /Users/alex/git/cocos/EndlessRunner/assets/scenes/Game.scene...
14-11-2023 16:17:43-debug: %cDestroy%c: /Users/alex/git/cocos/EndlessRunner/assets/scenes/Game.scenebackground: #ffb8b8; color: #000;color: #000;
14-11-2023 16:17:43-debug: refresh asset /Users/alex/git/cocos/EndlessRunner/assets/scenes success
14-11-2023 16:17:43-debug: remove asset /Users/alex/git/cocos/EndlessRunner/assets/scenes/Game.scene success
14-11-2023 16:17:43-debug: %cImport%c: /Users/alex/git/cocos/EndlessRunner/assets/scenesbackground: #aaff85; color: #000;color: #000;
14-11-2023 16:18:00-debug: refresh db internal success
14-11-2023 16:18:00-debug: refresh db assets success
14-11-2023 16:18:00-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:18:00-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:18:00-debug: asset-db:refresh-all-database (45ms)
14-11-2023 16:18:55-debug: refresh db internal success
14-11-2023 16:18:55-debug: refresh db assets success
14-11-2023 16:18:55-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:18:55-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:18:55-debug: asset-db:refresh-all-database (42ms)
14-11-2023 16:18:55-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:18:55-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:19:31-debug: refresh db internal success
14-11-2023 16:19:31-debug: refresh db assets success
14-11-2023 16:19:31-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:19:31-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:19:31-debug: asset-db:refresh-all-database (49ms)
14-11-2023 16:19:31-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:20:10-debug: refresh db internal success
14-11-2023 16:20:10-debug: refresh db assets success
14-11-2023 16:20:10-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:20:10-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:20:10-debug: asset-db:refresh-all-database (38ms)
14-11-2023 16:20:10-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:20:10-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:20:31-debug: Query all assets info in project
14-11-2023 16:20:31-debug: init custom config: keepNodeUuid: false, useCache: true
14-11-2023 16:20:31-debug:   Number of all scenes: 1
14-11-2023 16:20:31-debug:   Number of all scripts: 1
14-11-2023 16:20:31-debug:   Number of other assets: 344
14-11-2023 16:20:31-debug: reload all scripts.
14-11-2023 16:20:31-debug: Set detail map pack:///resolution-detail-map.json: {}
14-11-2023 16:20:31-debug: Invalidating 'pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js'
14-11-2023 16:20:31-debug: [[Executor]] Module "pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js" loaded.
14-11-2023 16:20:31-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 16:20:31-debug: [[Executor]] Register DebugViewRuntimeControl
14-11-2023 16:20:31-debug: [[Executor]] Module "pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js" loaded.
14-11-2023 16:20:31-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 16:20:31-debug: Incremental keys: 
14-11-2023 16:20:31-debug: Query asset bundle start0%
14-11-2023 16:20:31-debug: // ---- build task Query asset bundle ----
14-11-2023 16:20:31-debug: Unregister DebugViewRuntimeControl
14-11-2023 16:20:31-debug: Invalidating 'pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js'
14-11-2023 16:20:31-debug: Invalidating 'pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js'
14-11-2023 16:20:31-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
14-11-2023 16:20:31-debug: // ---- build task Query asset bundle ---- (10ms)
14-11-2023 16:20:31-debug: Query asset bundle start5%
14-11-2023 16:20:31-debug: [Build Memory track]: Query asset bundle start:289.15MB, end 289.49MB, increase: 350.05KB
14-11-2023 16:20:31-debug: // ---- build task Query asset bundle ----
14-11-2023 16:20:31-debug: run build task Query asset bundle success in 10 ms √5%
14-11-2023 16:20:31-debug: run build task Query asset bundle success in 0 ms √10%
14-11-2023 16:20:31-debug: Sort some build options to settings.json start10%
14-11-2023 16:20:31-debug: [Build Memory track]: Query asset bundle start:289.50MB, end 289.51MB, increase: 9.98KB
14-11-2023 16:20:31-debug: // ---- build task Sort some build options to settings.json ----
14-11-2023 16:20:31-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
14-11-2023 16:20:31-debug: Fill script data to settings start12%
14-11-2023 16:20:31-debug: [Build Memory track]: Sort some build options to settings.json start:289.52MB, end 289.53MB, increase: 12.73KB
14-11-2023 16:20:31-debug: // ---- build task Fill script data to settings ----
14-11-2023 16:20:31-debug: run build task Sort some build options to settings.json success in 1 ms √12%
14-11-2023 16:20:31-debug: run build task Fill script data to settings success in 0 ms √13%
14-11-2023 16:20:31-debug: Sort some build options to settings.json start13%
14-11-2023 16:20:31-debug: // ---- build task Sort some build options to settings.json ----
14-11-2023 16:20:31-debug: [Build Memory track]: Fill script data to settings start:289.54MB, end 289.55MB, increase: 10.56KB
14-11-2023 16:20:31-debug: // ---- build task Sort some build options to settings.json ---- (4ms)
14-11-2023 16:20:31-debug: [Build Memory track]: Sort some build options to settings.json start:289.56MB, end 288.99MB, increase: -578.34KB
14-11-2023 16:20:31-debug: run build task Sort some build options to settings.json success in 4 ms √15%
14-11-2023 16:20:38-debug: refresh db internal success
14-11-2023 16:20:38-debug: refresh db assets success
14-11-2023 16:20:38-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:20:38-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:20:38-debug: asset-db:refresh-all-database (38ms)
14-11-2023 16:20:38-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:20:38-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:20:57-debug: refresh db internal success
14-11-2023 16:20:57-debug: refresh db assets success
14-11-2023 16:20:57-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:20:57-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:20:57-debug: asset-db:refresh-all-database (39ms)
14-11-2023 16:20:57-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:20:57-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:22:39-debug: start refresh asset from /Users/alex/git/cocos/EndlessRunner/assets/scripts...
14-11-2023 16:22:39-debug: %cImport%c: /Users/alex/git/cocos/EndlessRunner/assets/scriptsbackground: #aaff85; color: #000;color: #000;
14-11-2023 16:22:39-debug: refresh asset /Users/alex/git/cocos/EndlessRunner/assets success
14-11-2023 16:23:20-debug: start refresh asset from /Users/alex/git/cocos/EndlessRunner/assets/scripts/Game.ts...
14-11-2023 16:23:20-debug: %cImport%c: /Users/alex/git/cocos/EndlessRunner/assets/scripts/Game.tsbackground: #aaff85; color: #000;color: #000;
14-11-2023 16:23:20-debug: refresh asset /Users/alex/git/cocos/EndlessRunner/assets/scripts success
14-11-2023 16:23:20-debug: %cImport%c: /Users/alex/git/cocos/EndlessRunner/assets/scriptsbackground: #aaff85; color: #000;color: #000;
14-11-2023 16:23:43-debug: refresh db internal success
14-11-2023 16:23:43-debug: refresh db assets success
14-11-2023 16:23:43-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:23:43-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:23:43-debug: asset-db:refresh-all-database (29ms)
14-11-2023 16:26:52-debug: refresh db internal success
14-11-2023 16:26:52-debug: %cImport%c: /Users/alex/git/cocos/EndlessRunner/assets/scripts/Game.tsbackground: #aaff85; color: #000;color: #000;
14-11-2023 16:26:52-debug: refresh db assets success
14-11-2023 16:26:52-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:26:52-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:26:52-debug: asset-db:refresh-all-database (72ms)
14-11-2023 16:26:52-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:26:52-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:27:08-debug: refresh db internal success
14-11-2023 16:27:08-debug: refresh db assets success
14-11-2023 16:27:08-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:27:08-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:27:08-debug: asset-db:refresh-all-database (35ms)
14-11-2023 16:27:08-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:27:08-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:28:05-debug: refresh db internal success
14-11-2023 16:28:05-debug: refresh db assets success
14-11-2023 16:28:05-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:28:05-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:28:05-debug: asset-db:refresh-all-database (33ms)
14-11-2023 16:28:05-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:28:05-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:28:21-debug: refresh db internal success
14-11-2023 16:28:21-debug: refresh db assets success
14-11-2023 16:28:21-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:28:21-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:28:21-debug: asset-db:refresh-all-database (34ms)
14-11-2023 16:28:21-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:28:21-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:28:26-debug: start refresh asset from /Users/alex/git/cocos/EndlessRunner/assets/scenes/GameScene.scene...
14-11-2023 16:28:26-debug: %cImport%c: /Users/alex/git/cocos/EndlessRunner/assets/scenes/GameScene.scenebackground: #aaff85; color: #000;color: #000;
14-11-2023 16:28:26-debug: refresh asset /Users/alex/git/cocos/EndlessRunner/assets/scenes success
14-11-2023 16:29:29-debug: refresh db internal success
14-11-2023 16:29:29-debug: refresh db assets success
14-11-2023 16:29:29-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:29:29-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:29:29-debug: asset-db:refresh-all-database (34ms)
14-11-2023 16:29:29-debug: asset-db:worker-effect-data-processing (8ms)
14-11-2023 16:29:29-debug: asset-db-hook-engine-extends-afterRefresh (8ms)
14-11-2023 16:29:44-debug: Query all assets info in project
14-11-2023 16:29:44-debug: init custom config: keepNodeUuid: false, useCache: true
14-11-2023 16:29:44-debug:   Number of all scenes: 1
14-11-2023 16:29:44-debug:   Number of all scripts: 2
14-11-2023 16:29:44-debug:   Number of other assets: 344
14-11-2023 16:29:44-debug: reload all scripts.
14-11-2023 16:29:44-debug: Set detail map pack:///resolution-detail-map.json: {}
14-11-2023 16:29:44-debug: Invalidating 'pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js'
14-11-2023 16:29:44-debug: [[Executor]] Module "pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js" loaded.
14-11-2023 16:29:44-debug: Invalidating 'pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js'
14-11-2023 16:29:44-debug: Unregister DebugViewRuntimeControl
14-11-2023 16:29:44-debug: Invalidating 'pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js'
14-11-2023 16:29:44-debug: /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js resolved to /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js is not in module cache!
14-11-2023 16:29:44-debug: [[Executor]] Module "pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js" loaded.
14-11-2023 16:29:44-debug: [[Executor]] Register DebugViewRuntimeControl
14-11-2023 16:29:44-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 16:29:44-debug: /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/9e/9edd6f07f9f090ddb8dd6b08f81510522220c307.js resolved to /Users/alex/git/cocos/EndlessRunner/temp/programming/packer-driver/targets/editor/chunks/9e/9edd6f07f9f090ddb8dd6b08f81510522220c307.js is not in module cache!
14-11-2023 16:29:44-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 16:29:44-debug: [[Executor]] Module "pack:///chunks/9e/9edd6f07f9f090ddb8dd6b08f81510522220c307.js" loaded.
14-11-2023 16:29:44-debug: // ---- build task Query asset bundle ----
14-11-2023 16:29:44-debug: Incremental keys: 
14-11-2023 16:29:44-debug: [[Executor]] Register Game
14-11-2023 16:29:44-debug: Query asset bundle start0%
14-11-2023 16:29:44-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
14-11-2023 16:29:44-debug: // ---- build task Query asset bundle ---- (13ms)
14-11-2023 16:29:44-debug: // ---- build task Query asset bundle ----
14-11-2023 16:29:44-debug: [Build Memory track]: Query asset bundle start:294.42MB, end 294.75MB, increase: 336.79KB
14-11-2023 16:29:44-debug: Query asset bundle start5%
14-11-2023 16:29:44-debug: run build task Query asset bundle success in 13 ms √5%
14-11-2023 16:29:44-debug: // ---- build task Query asset bundle ---- (1ms)
14-11-2023 16:29:44-debug: // ---- build task Sort some build options to settings.json ----
14-11-2023 16:29:44-debug: [Build Memory track]: Query asset bundle start:294.76MB, end 294.77MB, increase: 12.30KB
14-11-2023 16:29:44-debug: Sort some build options to settings.json start10%
14-11-2023 16:29:44-debug: run build task Query asset bundle success in 1 ms √10%
14-11-2023 16:29:44-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
14-11-2023 16:29:44-debug: // ---- build task Fill script data to settings ----
14-11-2023 16:29:44-debug: [Build Memory track]: Sort some build options to settings.json start:294.78MB, end 294.79MB, increase: 13.39KB
14-11-2023 16:29:44-debug: Fill script data to settings start12%
14-11-2023 16:29:44-debug: run build task Sort some build options to settings.json success in 1 ms √12%
14-11-2023 16:29:44-debug: // ---- build task Fill script data to settings ---- (1ms)
14-11-2023 16:29:44-debug: Sort some build options to settings.json start13%
14-11-2023 16:29:44-debug: [Build Memory track]: Fill script data to settings start:294.80MB, end 294.81MB, increase: 12.53KB
14-11-2023 16:29:44-debug: // ---- build task Sort some build options to settings.json ----
14-11-2023 16:29:44-debug: run build task Fill script data to settings success in 1 ms √13%
14-11-2023 16:29:44-debug: // ---- build task Sort some build options to settings.json ---- (8ms)
14-11-2023 16:29:44-debug: run build task Sort some build options to settings.json success in 8 ms √15%
14-11-2023 16:29:44-debug: [Build Memory track]: Sort some build options to settings.json start:294.82MB, end 294.22MB, increase: -615.26KB
14-11-2023 16:30:05-debug: refresh db internal success
14-11-2023 16:30:05-debug: refresh db assets success
14-11-2023 16:30:05-debug: Run asset db hook engine-extends:afterRefresh ...
14-11-2023 16:30:05-debug: Run asset db hook engine-extends:afterRefresh success!
14-11-2023 16:30:05-debug: asset-db:refresh-all-database (35ms)
14-11-2023 16:30:05-debug: asset-db:worker-effect-data-processing (1ms)
14-11-2023 16:30:05-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
14-11-2023 16:30:17-debug: Query all assets info in project
14-11-2023 16:30:17-debug: init custom config: keepNodeUuid: false, useCache: true
14-11-2023 16:30:17-debug:   Number of all scenes: 1
14-11-2023 16:30:17-debug:   Number of all scripts: 2
14-11-2023 16:30:17-debug:   Number of other assets: 344
14-11-2023 16:30:17-debug: reload all scripts.
14-11-2023 16:30:17-debug: Set detail map pack:///resolution-detail-map.json: {}
14-11-2023 16:30:17-debug: Unregister DebugViewRuntimeControl
14-11-2023 16:30:17-debug: Invalidating 'pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js'
14-11-2023 16:30:17-debug: Invalidating 'pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js'
14-11-2023 16:30:17-debug: [[Executor]] Module "pack:///chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js" loaded.
14-11-2023 16:30:17-debug: [[Executor]] Module "pack:///chunks/6d/6d8fd2b0177941b032ddc0733af48a561fb60657.js" loaded.
14-11-2023 16:30:17-debug: [[Executor]] Register DebugViewRuntimeControl
14-11-2023 16:30:17-debug: [[Executor]] Module "pack:///chunks/f0/f0eb614dff6710c7d3e4255bd944130032704458.js" loaded.
